name	x	y	z
AF3	9.59	3.49	2.86
AF4	9.33	-3.47	2.38
F7	5.24	7.06	0.05
F5	6.05	6.39	2.44
F3	6.81	4.95	4.40
F1	7.45	2.66	5.55
Fz	7.74	0.03	5.78
F2	7.37	-2.64	5.29
F4	6.78	-4.84	3.67
F6	6.00	-6.01	1.39
F8	5.39	-6.54	-0.77
FT7	2.98	7.89	0.24
FC5	3.60	7.18	3.14
FC3	4.15	5.72	5.88
FC1	4.54	3.04	7.25
FCz	5.11	0.10	7.87
FC2	4.51	-2.97	6.99
FC4	4.10	-5.35	5.33
FC6	3.41	-6.90	2.19
FT8	2.95	-6.56	-0.67
T7	0.88	8.41	0.61
C5	0.88	7.59	3.84
C3	1.30	5.91	6.94
C1	1.36	2.93	8.44
Cz	1.40	-0.22	8.83
C2	1.22	-3.19	8.07
C4	1.11	-5.68	5.85
C6	0.83	-7.18	2.68
T8	0.49	-7.33	-0.61
M1	-1.17	7.36	-6.18
TP7	-2.33	7.99	1.10
CP5	-2.12	7.37	4.10
CP3	-2.02	5.84	7.16
CP1	-1.93	3.04	8.80
CPz	-2.44	-0.45	8.56
CP2	-2.31	-3.11	7.98
CP4	-2.15	-5.36	5.78
CP6	-2.37	-6.58	2.74
TP8	-2.80	-6.93	-0.23
M2	-0.79	-6.60	-6.97
P7	-5.19	7.05	1.24
P5	-4.89	6.25	3.66
P3	-5.12	4.81	5.75
P1	-5.75	2.67	7.32
Pz	-5.71	-0.20	7.20
P2	-5.57	-2.72	6.52
P4	-5.11	-4.63	4.68
P6	-4.91	-5.78	2.45
P8	-5.12	-6.05	0.17
PO7	-7.07	5.53	1.16
PO5	-7.75	5.10	2.96
PO3	-7.97	3.51	3.91
POz	-8.54	-0.32	5.18
PO4	-7.56	-3.29	2.98
PO6	-7.32	-4.17	1.57
PO8	-7.16	-4.55	-0.14
CB1	-9.27	2.92	-1.45
O1	-9.27	3.27	1.70
Oz	-9.57	0.18	1.33
O2	-8.90	-2.64	0.84
CB2	-9.39	-1.85	-2.10
VEO	8.39	4.68	-2.29
HEO	4.36	6.63	-5.58
EKG	-2.92	1.89	-24.52
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
