name	x	y	z
AF3	9.86	2.95	2.65
AF4	9.65	-3.80	1.94
F7	5.74	7.12	0.16
F5	6.40	5.77	2.85
F3	7.38	3.61	4.77
F1	7.97	1.65	5.52
Fz	8.18	-1.18	5.24
F2	8.09	-3.55	4.68
F4	7.24	-5.27	3.38
F6	6.20	-6.69	1.32
F8	5.50	-7.22	-1.32
FT7	3.18	7.74	-0.14
FC5	4.22	6.55	3.40
FC3	4.94	4.45	5.46
FC1	5.47	1.72	6.83
FCz	5.60	-1.25	6.74
FC2	5.16	-4.02	6.06
FC4	4.51	-6.16	4.43
FC6	3.55	-7.71	1.91
FT8	2.89	-8.20	-1.39
T7	0.57	7.92	0.56
C5	1.61	6.89	3.93
C3	2.14	4.93	6.16
C1	2.60	2.07	7.73
Cz	2.73	-1.04	7.89
C2	2.27	-4.18	7.26
C4	1.63	-6.79	5.26
C6	0.82	-8.30	2.47
T8	0.34	-8.62	-0.56
M1	-1.20	7.32	-5.76
TP7	-2.16	7.57	1.15
CP5	-1.64	6.76	3.99
CP3	-1.07	4.72	6.62
CP1	-0.99	2.13	8.08
CPz	-0.84	-0.97	8.27
CP2	-1.21	-3.99	7.53
CP4	-1.80	-6.30	5.60
CP6	-2.18	-7.76	3.03
TP8	-2.34	-8.29	-0.20
M2	-0.33	-6.54	-7.10
P7	-4.43	6.50	1.53
P5	-3.93	5.58	4.06
P3	-3.84	3.92	6.24
P1	-3.92	1.69	7.20
Pz	-4.02	-0.64	7.26
P2	-4.24	-2.98	6.58
P4	-4.27	-5.30	5.08
P6	-4.58	-6.59	2.96
P8	-4.83	-7.30	0.22
PO7	-6.21	4.99	1.72
PO5	-6.23	4.30	3.12
PO3	-6.55	2.78	4.03
POz	-6.74	-0.55	4.92
PO4	-7.05	-3.98	3.04
PO6	-6.86	-5.15	1.83
PO8	-6.59	-5.63	0.54
CB1	-8.35	2.29	-0.54
O1	-7.94	2.49	1.85
Oz	-8.60	-0.29	1.80
O2	-8.38	-2.97	1.36
CB2	-8.78	-2.60	-1.19
VEO	8.56	4.98	-2.70
HEO	5.61	6.42	-4.28
EKG	-3.36	0.60	-22.18
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
