name	x	y	z
AF3	9.74	3.22	2.70
AF4	9.51	-3.61	2.42
F7	5.64	7.22	-0.38
F5	6.49	6.44	2.42
F3	6.94	4.81	4.21
F1	7.82	2.32	6.15
Fz	7.78	-0.19	5.88
F2	7.44	-2.97	5.37
F4	6.90	-5.39	3.80
F6	6.13	-6.71	1.83
F8	5.16	-7.34	-0.86
FT7	3.24	8.02	0.04
FC5	3.88	7.30	2.96
FC3	4.00	5.39	5.60
FC1	4.40	2.76	7.44
FCz	4.70	-0.24	7.49
FC2	4.38	-3.42	7.38
FC4	4.13	-5.72	5.32
FC6	3.39	-7.40	2.59
FT8	2.71	-7.97	-0.39
T7	0.97	8.45	0.12
C5	1.19	7.73	3.72
C3	1.27	5.49	6.41
C1	1.26	2.74	8.04
Cz	1.27	-0.41	8.51
C2	1.18	-3.36	7.91
C4	1.14	-6.06	6.14
C6	0.76	-7.92	3.21
T8	0.22	-8.45	-0.12
M1	-0.97	8.42	-6.98
TP7	-2.11	8.61	1.15
CP5	-1.71	7.56	3.89
CP3	-1.94	5.58	6.43
CP1	-2.09	2.95	8.28
CPz	-2.40	-0.45	8.46
CP2	-2.30	-3.23	7.77
CP4	-2.14	-5.83	5.98
CP6	-2.56	-7.29	3.08
TP8	-3.02	-7.90	0.20
M2	-0.47	-7.74	-6.37
P7	-4.73	7.34	1.28
P5	-4.44	6.35	3.43
P3	-4.63	4.85	5.28
P1	-4.97	2.30	6.28
Pz	-5.22	-0.11	6.74
P2	-5.32	-2.80	6.28
P4	-5.21	-4.99	4.93
P6	-5.21	-6.21	2.65
P8	-5.50	-6.51	0.59
PO7	-6.89	5.80	1.85
PO5	-7.40	5.13	3.45
PO3	-7.41	3.50	4.02
POz	-7.37	0.02	4.52
PO4	-7.55	-3.50	3.59
PO6	-7.44	-4.40	1.90
PO8	-7.36	-4.81	0.34
CB1	-9.00	2.97	-1.06
O1	-8.17	2.95	1.53
Oz	-9.54	0.07	2.29
O2	-8.79	-2.72	1.39
CB2	-9.75	-2.67	-0.97
VEO	9.10	5.39	-1.88
HEO	5.20	7.08	-3.83
EKG	-6.91	11.82	-17.70
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
