name	x	y	z
AF3	10.43	2.19	1.22
AF4	8.97	-4.22	1.37
F7	6.92	6.64	-1.46
F5	7.60	5.42	1.29
F3	8.39	3.46	3.48
F1	8.50	1.81	4.50
Fz	8.30	-0.93	4.70
F2	7.71	-3.35	4.41
F4	6.64	-5.08	3.39
F6	5.08	-6.72	1.68
F8	3.74	-7.43	-0.89
FT7	4.62	7.66	-1.28
FC5	5.74	6.82	2.26
FC3	6.05	4.89	4.42
FC1	6.28	2.29	5.86
FCz	6.09	-0.64	6.62
FC2	4.96	-3.38	5.99
FC4	3.71	-5.68	4.89
FC6	2.22	-7.41	2.64
FT8	0.91	-8.07	-0.57
T7	2.03	8.29	-0.62
C5	3.09	7.57	2.63
C3	3.53	5.81	5.03
C1	3.69	3.30	6.99
Cz	3.36	0.23	8.20
C2	2.22	-2.75	7.41
C4	0.92	-5.63	6.64
C6	-0.67	-7.28	3.51
T8	-1.71	-7.88	0.62
M1	-0.75	6.05	-8.97
TP7	-0.55	8.53	0.14
CP5	0.19	8.21	3.03
CP3	0.84	6.44	6.18
CP1	0.54	3.97	7.77
CPz	0.08	1.13	8.16
CP2	-1.03	-1.78	7.92
CP4	-2.11	-4.05	6.58
CP6	-3.09	-5.19	3.90
TP8	-3.28	-6.36	1.06
M2	-1.77	-6.85	-7.37
P7	-2.98	7.99	0.94
P5	-2.44	7.83	3.72
P3	-2.12	6.33	5.86
P1	-2.61	4.36	7.13
Pz	-2.92	1.95	7.50
P2	-3.86	-0.29	7.22
P4	-4.37	-2.61	6.25
P6	-5.25	-4.23	4.38
P8	-6.13	-5.11	1.50
PO7	-5.16	7.30	1.43
PO5	-5.04	7.02	3.01
PO3	-5.43	5.72	4.39
POz	-5.84	2.39	5.66
PO4	-7.08	-1.08	4.29
PO6	-7.32	-2.44	3.48
PO8	-7.65	-3.26	2.15
CB1	-8.19	5.13	0.12
O1	-7.09	5.47	2.40
Oz	-8.18	2.79	2.67
O2	-8.44	-0.06	2.68
CB2	-9.59	0.05	0.31
VEO	9.56	4.14	-3.88
HEO	5.83	5.71	-5.41
EKG	-4.06	2.84	-20.24
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
