name	x	y	z
AF3	10.40	4.12	1.68
AF4	10.32	-3.55	1.42
F7	6.20	7.40	-0.90
F5	7.45	6.76	1.41
F3	8.75	5.14	4.68
F1	8.45	2.98	4.59
Fz	8.66	0.14	5.33
F2	8.80	-2.64	4.53
F4	8.51	-5.18	3.22
F6	7.26	-6.59	0.69
F8	5.97	-6.73	-1.60
FT7	3.53	8.04	-0.58
FC5	4.25	7.76	2.52
FC3	4.94	5.84	5.93
FC1	5.36	3.21	7.61
FCz	5.78	-0.35	8.02
FC2	5.81	-4.12	7.53
FC4	5.39	-7.41	4.98
FC6	4.35	-7.34	1.87
FT8	3.21	-7.62	-1.24
T7	1.06	7.78	0.44
C5	0.92	9.92	4.75
C3	1.45	6.37	7.23
C1	1.68	2.60	9.77
Cz	2.01	-0.55	9.53
C2	1.67	-3.80	8.28
C4	1.71	-6.72	6.34
C6	1.50	-8.04	2.79
T8	0.70	-8.09	-0.44
M1	-1.31	7.46	-9.53
TP7	-1.82	8.63	0.29
CP5	-1.92	8.37	3.96
CP3	-2.58	6.44	6.89
CP1	-2.49	3.36	8.50
CPz	-1.97	-0.41	10.32
CP2	-2.07	-3.24	8.39
CP4	-2.18	-5.96	6.41
CP6	-2.11	-7.60	3.33
TP8	-2.18	-7.95	0.19
M2	-0.99	-6.96	-8.81
P7	-4.79	7.69	0.62
P5	-5.46	6.98	3.40
P3	-5.97	5.11	5.73
P1	-6.26	2.80	6.78
Pz	-5.75	0.12	7.64
P2	-5.91	-2.70	7.49
P4	-5.67	-4.88	5.11
P6	-5.50	-6.24	2.84
P8	-5.18	-6.91	0.31
PO7	-7.45	6.59	1.28
PO5	-7.63	4.68	2.89
PO3	-8.02	2.59	4.15
POz	-7.99	0.13	4.52
PO4	-8.14	-2.18	4.18
PO6	-8.05	-4.74	2.60
PO8	-7.45	-5.25	0.33
CB1	-9.60	3.86	-1.02
O1	-8.84	3.87	0.80
Oz	-9.85	0.54	1.21
O2	-9.39	-2.87	0.54
CB2	-10.17	-2.71	-1.47
VEO	8.66	5.66	-1.07
HEO	5.02	7.21	-2.75
EKG	-4.97	7.14	-14.15
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
