name	x	y	z
AF3	9.71	4.01	2.13
AF4	10.04	-3.04	1.91
F7	4.96	7.60	-0.75
F5	6.08	7.10	1.96
F3	6.85	5.59	3.81
F1	7.61	3.14	5.14
Fz	8.21	0.53	5.60
F2	8.37	-2.42	5.29
F4	7.62	-4.64	3.60
F6	6.96	-6.23	1.56
F8	5.85	-6.98	-0.98
FT7	2.61	8.16	-0.32
FC5	3.62	7.86	2.59
FC3	4.12	5.89	5.42
FC1	5.17	3.59	7.14
FCz	5.68	0.36	7.08
FC2	5.76	-2.54	6.86
FC4	5.24	-4.89	5.41
FC6	4.88	-7.45	2.81
FT8	3.89	-7.60	-0.17
T7	0.35	8.31	-0.32
C5	0.82	7.86	3.31
C3	1.65	6.11	6.35
C1	2.07	3.34	8.13
Cz	2.75	0.41	9.23
C2	2.77	-3.10	8.47
C4	2.57	-5.65	6.50
C6	2.06	-7.41	3.52
T8	1.23	-7.89	0.32
M1	-1.75	7.00	-7.54
TP7	-2.60	7.75	0.52
CP5	-2.11	7.41	3.82
CP3	-1.65	5.73	6.44
CP1	-1.16	3.16	8.22
CPz	-1.24	-0.13	8.84
CP2	-0.72	-2.97	8.46
CP4	-0.55	-5.62	6.75
CP6	-1.11	-7.34	4.01
TP8	-1.58	-7.40	1.11
M2	-1.06	-6.22	-6.56
P7	-5.06	6.41	1.05
P5	-4.71	5.96	3.63
P3	-4.29	4.49	5.54
P1	-4.25	2.33	7.18
Pz	-4.24	-0.23	7.64
P2	-3.83	-2.69	7.17
P4	-3.57	-5.13	6.06
P6	-3.61	-6.48	3.96
P8	-4.10	-6.85	1.54
PO7	-6.88	4.87	1.46
PO5	-7.12	4.05	3.16
PO3	-6.94	2.86	4.23
POz	-6.62	-0.46	5.46
PO4	-6.65	-4.33	4.88
PO6	-6.12	-5.09	3.22
PO8	-6.13	-5.71	1.64
CB1	-8.61	1.71	-0.55
O1	-8.26	2.20	2.31
Oz	-8.29	-0.76	2.60
O2	-7.70	-3.57	2.60
CB2	-8.20	-3.12	-0.08
VEO	8.81	4.48	-3.26
HEO	6.10	6.49	-3.80
EKG	-7.52	2.75	-24.80
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
