name	x	y	z
AF3	11.02	3.20	1.42
AF4	10.73	-3.76	1.32
F7	6.68	6.81	-1.12
F5	7.95	6.42	1.48
F3	8.68	5.01	3.58
F1	9.30	2.52	4.66
Fz	9.51	-0.12	4.97
F2	9.32	-3.06	4.58
F4	8.50	-5.36	3.10
F6	7.33	-7.59	1.31
F8	5.89	-7.30	-1.31
FT7	4.33	7.77	-0.64
FC5	5.53	7.63	2.67
FC3	5.96	5.40	4.95
FC1	6.77	2.71	7.50
FCz	6.93	0.02	6.75
FC2	6.48	-3.13	6.42
FC4	5.94	-5.76	5.09
FC6	4.79	-8.18	2.57
FT8	3.57	-7.99	-0.55
T7	2.29	7.94	-0.26
C5	2.86	8.25	3.49
C3	3.72	5.74	7.72
C1	3.73	2.80	8.77
Cz	3.82	-0.15	8.62
C2	3.74	-3.43	8.21
C4	3.22	-6.08	6.24
C6	2.29	-8.48	3.52
T8	1.20	-8.29	0.26
M1	0.05	7.37	-7.84
TP7	-0.21	8.05	0.79
CP5	0.31	7.86	4.23
CP3	0.62	5.89	6.96
CP1	0.80	3.18	8.35
CPz	0.42	-0.24	9.57
CP2	0.33	-3.09	8.41
CP4	-0.06	-5.89	6.66
CP6	-1.02	-7.81	4.03
TP8	-1.70	-8.03	0.94
M2	-0.75	-6.95	-7.43
P7	-2.65	7.18	1.69
P5	-2.42	6.43	4.09
P3	-2.23	5.07	6.32
P1	-2.56	2.65	7.42
Pz	-2.76	0.08	7.61
P2	-2.91	-2.64	7.58
P4	-2.95	-5.29	6.18
P6	-3.28	-6.31	3.91
P8	-3.82	-6.78	1.74
PO7	-4.65	5.95	2.26
PO5	-4.84	4.80	3.71
PO3	-4.95	3.41	4.63
POz	-5.21	0.09	5.56
PO4	-5.34	-3.44	4.67
PO6	-5.52	-4.55	3.03
PO8	-5.44	-4.93	1.53
CB1	-7.11	3.20	0.48
O1	-6.14	3.22	2.85
Oz	-6.78	0.10	2.89
O2	-6.65	-2.81	2.51
CB2	-7.49	-2.40	-0.43
VEO	9.20	5.68	-1.78
HEO	3.84	6.64	-3.74
EKG	-2.34	5.65	-13.10
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
