name	x	y	z
AF3	11.32	2.67	1.82
AF4	10.52	-4.02	0.79
F7	6.82	6.13	-0.95
F5	7.81	5.38	1.05
F3	8.93	4.23	4.26
F1	9.00	1.69	5.06
Fz	8.96	-1.34	5.25
F2	8.91	-3.59	4.09
F4	8.73	-5.79	2.30
F6	7.65	-7.07	0.11
F8	6.49	-7.70	-1.93
FT7	4.06	7.12	-0.43
FC5	4.71	6.07	2.26
FC3	5.49	4.62	5.79
FC1	5.82	2.05	6.75
FCz	6.10	-1.81	7.90
FC2	5.90	-4.93	6.63
FC4	5.44	-6.82	4.20
FC6	4.91	-9.14	1.86
FT8	3.72	-8.63	-1.28
T7	1.57	7.41	0.36
C5	1.85	6.74	3.26
C3	1.83	4.91	6.33
C1	2.03	2.04	7.97
Cz	2.52	-1.85	9.10
C2	2.11	-4.47	7.24
C4	1.95	-7.18	5.51
C6	1.57	-8.78	2.47
T8	1.17	-9.22	-0.36
M1	-1.14	7.06	-7.66
TP7	-1.29	7.41	0.58
CP5	-1.23	6.61	3.50
CP3	-1.69	4.85	6.06
CP1	-1.79	1.95	8.09
CPz	-1.89	-1.15	8.29
CP2	-1.64	-4.38	8.02
CP4	-1.74	-6.98	6.18
CP6	-1.55	-9.21	2.97
TP8	-1.75	-8.90	0.16
M2	-0.58	-7.99	-7.40
P7	-4.36	6.57	1.18
P5	-5.18	5.76	3.61
P3	-5.18	3.64	5.00
P1	-5.33	1.26	6.96
Pz	-4.94	-1.00	6.70
P2	-5.64	-3.68	6.36
P4	-5.29	-5.89	4.69
P6	-4.92	-7.53	2.72
P8	-4.58	-8.05	0.33
PO7	-6.15	4.58	0.57
PO5	-7.00	3.39	3.11
PO3	-7.34	1.47	3.90
POz	-7.64	-1.11	4.93
PO4	-7.64	-3.42	4.10
PO6	-7.51	-5.66	2.47
PO8	-6.98	-7.00	0.34
CB1	-8.01	2.33	-1.26
O1	-8.31	2.51	0.66
Oz	-9.39	-0.89	1.57
O2	-9.21	-4.63	0.87
CB2	-9.46	-4.19	-1.25
VEO	8.74	5.11	-2.37
HEO	4.89	6.64	-2.91
EKG	-5.68	5.65	-7.67
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
