name	x	y	z
AF3	9.56	3.21	1.81
AF4	8.84	-3.47	1.17
F7	6.29	7.05	-0.94
F5	7.06	6.21	1.36
F3	7.42	4.51	3.02
F1	7.47	2.68	4.43
Fz	7.54	-0.30	5.31
F2	7.44	-2.75	4.23
F4	7.32	-5.14	2.97
F6	6.29	-6.54	0.62
F8	5.01	-6.81	-1.57
FT7	3.54	7.58	-0.99
FC5	4.05	7.03	2.07
FC3	4.46	5.60	4.95
FC1	4.35	3.15	6.18
FCz	4.42	-0.02	6.69
FC2	4.34	-3.14	6.59
FC4	4.06	-5.96	4.86
FC6	3.35	-7.32	2.11
FT8	2.41	-7.80	-0.89
T7	1.01	8.34	-0.02
C5	1.20	7.65	2.74
C3	1.05	6.07	5.93
C1	0.94	3.49	7.37
Cz	1.17	-0.52	9.62
C2	0.89	-3.16	7.81
C4	0.62	-5.97	5.97
C6	0.22	-7.93	2.91
T8	-0.02	-8.56	0.02
M1	-0.98	6.97	-7.84
TP7	-1.65	7.96	-0.11
CP5	-1.97	7.91	3.64
CP3	-2.72	6.16	6.01
CP1	-3.03	3.55	7.73
CPz	-3.10	0.39	8.20
CP2	-3.30	-2.75	7.91
CP4	-3.23	-5.26	6.17
CP6	-3.04	-7.07	3.41
TP8	-3.06	-7.63	0.33
M2	0.60	-6.36	-6.64
P7	-4.18	7.24	-0.09
P5	-5.03	7.09	2.72
P3	-5.66	5.04	4.36
P1	-6.18	3.20	6.07
Pz	-6.08	0.66	6.23
P2	-6.43	-1.41	5.77
P4	-6.69	-4.43	5.08
P6	-6.25	-5.44	2.61
P8	-6.08	-6.74	0.43
PO7	-6.55	5.89	-0.17
PO5	-7.27	4.97	1.93
PO3	-8.19	3.25	3.36
POz	-8.16	0.77	3.77
PO4	-8.36	-1.38	3.33
PO6	-8.75	-3.66	1.93
PO8	-7.88	-4.72	0.04
CB1	-8.80	3.81	-1.75
O1	-8.47	4.07	-0.22
Oz	-9.81	1.00	0.19
O2	-9.39	-2.31	-0.30
CB2	-9.60	-1.76	-2.33
VEO	8.32	4.67	-3.33
HEO	4.74	5.86	-5.28
EKG	-4.87	2.96	-16.42
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
