name	x	y	z
AF3	9.96	3.60	2.47
AF4	10.48	-3.74	2.47
F7	5.83	7.26	-0.34
F5	6.81	6.72	2.22
F3	7.40	5.27	4.00
F1	8.78	2.42	6.52
Fz	8.41	0.14	5.92
F2	8.25	-2.82	5.58
F4	7.73	-5.63	3.95
F6	6.77	-6.53	1.83
F8	5.51	-6.89	-0.81
FT7	3.34	7.79	-0.28
FC5	3.97	7.08	2.67
FC3	4.52	5.56	6.02
FC1	5.05	3.00	6.93
FCz	5.63	0.06	7.77
FC2	5.30	-3.04	7.27
FC4	4.96	-5.34	5.43
FC6	4.28	-7.25	2.71
FT8	3.26	-7.74	-0.32
T7	1.18	8.27	-0.05
C5	1.56	7.74	3.24
C3	2.07	5.88	6.20
C1	2.24	3.19	7.92
Cz	2.56	0.33	9.03
C2	2.35	-2.93	7.92
C4	2.41	-5.82	6.39
C6	1.77	-7.47	3.27
T8	0.87	-8.00	0.05
M1	-1.27	7.82	-6.82
TP7	-1.35	7.67	0.43
CP5	-1.14	7.21	3.49
CP3	-1.14	5.80	6.31
CP1	-0.99	3.16	8.39
CPz	-1.31	-0.35	8.69
CP2	-1.00	-2.87	7.83
CP4	-0.76	-6.12	6.69
CP6	-1.43	-7.59	3.72
TP8	-1.96	-7.60	0.61
M2	-0.50	-7.92	-5.76
P7	-3.86	7.01	1.39
P5	-3.70	6.45	3.52
P3	-3.68	4.85	5.41
P1	-3.89	2.62	6.87
Pz	-3.71	0.08	6.92
P2	-4.00	-2.47	6.81
P4	-3.98	-4.76	5.63
P6	-3.98	-6.42	3.45
P8	-4.44	-6.36	0.99
PO7	-5.54	5.22	1.39
PO5	-5.95	4.52	3.01
PO3	-5.98	3.38	3.75
POz	-6.16	0.11	4.73
PO4	-6.04	-3.30	3.81
PO6	-6.27	-4.40	2.41
PO8	-6.19	-4.81	0.92
CB1	-7.32	2.76	-0.23
O1	-7.11	2.96	2.20
Oz	-8.48	-0.08	2.83
O2	-7.30	-2.57	2.02
CB2	-8.21	-1.96	-0.02
VEO	8.95	4.58	-3.19
HEO	5.23	6.39	-4.25
EKG	-4.46	5.10	-8.65
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
