name	x	y	z
AF3	9.66	3.76	1.58
AF4	9.53	-3.20	1.16
F7	6.01	6.66	-1.42
F5	7.17	6.18	0.95
F3	7.53	4.84	2.78
F1	7.72	3.01	4.68
Fz	7.98	0.26	5.15
F2	8.78	-2.94	4.57
F4	7.85	-4.39	2.79
F6	6.98	-5.99	0.76
F8	5.88	-6.63	-1.17
FT7	3.60	7.52	-1.02
FC5	4.17	7.09	2.07
FC3	4.36	5.46	4.90
FC1	4.75	3.10	6.32
FCz	5.05	-0.27	7.76
FC2	5.09	-2.78	6.29
FC4	4.76	-5.26	4.61
FC6	4.05	-7.08	2.24
FT8	3.25	-7.80	-0.45
T7	1.10	7.77	-0.41
C5	1.49	7.34	2.67
C3	1.50	6.28	5.81
C1	1.71	3.40	8.11
Cz	1.78	-0.16	8.34
C2	1.54	-3.07	7.79
C4	1.51	-5.90	6.16
C6	1.09	-7.99	3.38
T8	0.62	-8.67	0.41
M1	-1.85	8.12	-7.44
TP7	-1.81	7.70	0.18
CP5	-1.53	7.16	2.96
CP3	-2.03	5.94	5.94
CP1	-2.33	3.57	8.90
CPz	-2.26	0.14	9.38
CP2	-2.41	-3.05	8.27
CP4	-2.29	-5.70	6.66
CP6	-2.19	-7.43	4.10
TP8	-2.52	-8.47	1.16
M2	-0.98	-7.79	-7.63
P7	-4.40	6.80	0.58
P5	-5.05	6.27	2.87
P3	-5.52	4.78	5.35
P1	-5.64	2.71	6.93
Pz	-5.30	0.05	7.19
P2	-5.75	-2.57	6.86
P4	-5.76	-5.58	5.78
P6	-5.46	-6.09	3.57
P8	-5.48	-7.45	1.42
PO7	-6.70	5.65	0.64
PO5	-7.84	4.82	3.37
PO3	-7.90	3.04	4.58
POz	-7.70	0.13	4.71
PO4	-7.82	-2.16	4.55
PO6	-7.71	-4.11	2.84
PO8	-7.57	-5.73	1.27
CB1	-8.68	3.19	-1.06
O1	-8.56	3.45	0.61
Oz	-9.73	0.37	1.28
O2	-9.09	-3.04	0.89
CB2	-9.78	-2.74	-0.97
VEO	7.79	5.39	-3.45
HEO	4.49	6.18	-4.74
EKG	-4.41	5.44	-12.20
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
