name	x	y	z
AF3	8.90	3.26	3.89
AF4	8.89	-3.20	3.26
F7	5.26	6.94	0.71
F5	5.52	6.02	3.81
F3	6.15	3.88	5.85
F1	6.58	2.06	7.00
Fz	6.93	-0.63	6.58
F2	6.87	-2.93	5.97
F4	6.47	-4.70	4.61
F6	5.79	-6.21	2.29
F8	5.38	-6.46	-0.52
FT7	3.11	7.64	0.58
FC5	3.28	6.71	4.12
FC3	3.47	4.84	6.37
FC1	3.89	2.04	7.81
FCz	4.09	-0.85	7.98
FC2	3.82	-3.81	7.04
FC4	3.40	-5.92	5.26
FC6	2.95	-7.30	2.43
FT8	2.65	-7.27	-0.83
T7	0.55	7.63	0.54
C5	0.73	6.98	4.10
C3	0.76	5.31	6.53
C1	0.81	2.44	8.37
Cz	0.92	-0.72	8.76
C2	0.63	-3.91	7.69
C4	0.49	-6.38	5.52
C6	0.11	-7.48	2.37
T8	0.20	-7.56	-0.54
M1	0.19	6.60	-5.68
TP7	-2.26	7.13	0.69
CP5	-2.42	6.55	3.56
CP3	-2.42	4.90	6.28
CP1	-2.80	2.49	7.94
CPz	-2.65	-0.56	8.20
CP2	-2.78	-3.49	7.35
CP4	-2.98	-5.74	5.29
CP6	-2.78	-6.84	2.57
TP8	-2.31	-7.37	-0.52
M2	0.35	-5.85	-6.38
P7	-4.54	6.36	0.67
P5	-4.57	5.53	3.15
P3	-4.87	4.10	5.18
P1	-5.36	2.25	6.22
Pz	-5.49	-0.19	6.55
P2	-5.70	-2.53	5.61
P4	-5.28	-4.78	4.32
P6	-5.06	-5.79	2.05
P8	-4.76	-6.21	-0.75
PO7	-6.13	5.03	0.44
PO5	-6.43	4.49	1.87
PO3	-7.10	3.25	2.84
POz	-7.56	-0.13	3.70
PO4	-7.61	-3.32	1.81
PO6	-6.99	-4.48	0.65
PO8	-6.62	-4.80	-0.68
CB1	-7.91	2.61	-1.99
O1	-7.86	2.77	0.30
Oz	-8.66	0.36	0.25
O2	-8.34	-2.29	-0.29
CB2	-8.33	-1.75	-2.55
VEO	8.91	4.26	-1.18
HEO	5.39	6.28	-3.10
EKG	-1.27	4.88	-20.45
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
