name	x	y	z
AF3	10.63	3.06	0.77
AF4	10.36	-3.78	0.88
F7	6.61	6.40	-1.62
F5	8.21	6.01	0.78
F3	8.56	4.42	2.29
F1	8.69	2.39	3.71
Fz	8.70	-0.26	4.56
F2	8.85	-2.74	3.65
F4	8.55	-5.12	2.40
F6	7.49	-6.19	0.44
F8	6.11	-6.91	-1.61
FT7	4.03	7.21	-0.99
FC5	4.98	6.68	1.53
FC3	5.42	5.28	4.08
FC1	5.69	2.82	5.64
FCz	5.84	-0.22	6.49
FC2	5.80	-3.00	5.92
FC4	5.40	-5.53	4.38
FC6	4.53	-7.43	2.03
FT8	3.44	-7.74	-0.85
T7	1.76	8.13	-0.21
C5	2.09	7.42	2.54
C3	2.33	6.02	5.72
C1	2.30	3.21	7.19
Cz	2.45	-0.01	7.91
C2	2.30	-3.26	7.39
C4	2.09	-5.85	5.83
C6	1.46	-7.68	3.06
T8	0.91	-8.27	0.21
M1	-0.02	6.91	-7.14
TP7	-1.20	8.04	0.11
CP5	-0.86	7.52	3.31
CP3	-1.21	5.75	5.96
CP1	-1.23	3.32	7.96
CPz	-1.38	0.25	8.21
CP2	-1.57	-2.98	8.71
CP4	-1.72	-5.20	6.48
CP6	-1.78	-7.12	3.89
TP8	-2.22	-8.20	1.12
M2	0.27	-8.05	-6.56
P7	-3.96	7.15	0.67
P5	-4.55	6.76	3.06
P3	-4.73	5.00	5.25
P1	-4.75	2.87	6.43
Pz	-4.49	0.28	6.94
P2	-4.96	-1.83	6.61
P4	-5.09	-4.46	5.63
P6	-5.10	-5.87	3.39
P8	-5.05	-7.10	1.27
PO7	-6.35	5.84	0.90
PO5	-6.78	4.80	2.75
PO3	-7.31	2.84	4.27
POz	-6.95	0.40	4.65
PO4	-7.45	-1.87	4.69
PO6	-7.27	-3.72	2.92
PO8	-6.79	-5.04	1.26
CB1	-8.49	3.47	-0.80
O1	-8.47	4.07	1.17
Oz	-8.82	0.62	1.44
O2	-8.53	-2.47	1.08
CB2	-9.03	-2.11	-0.88
VEO	10.70	3.82	-2.34
HEO	5.50	6.45	-2.79
EKG	-6.81	4.70	-9.90
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
