name	x	y	z
AF3	11.68	4.51	1.76
AF4	10.83	-2.84	0.56
F7	7.13	7.99	-1.10
F5	8.24	7.11	1.07
F3	9.35	5.82	3.04
F1	9.63	3.08	4.96
Fz	9.45	0.06	5.17
F2	9.94	-3.41	4.35
F4	9.11	-5.08	2.47
F6	7.91	-6.00	-0.08
F8	6.64	-6.22	-2.28
FT7	4.15	8.87	-0.34
FC5	5.71	8.23	3.66
FC3	5.60	6.13	4.81
FC1	6.44	3.03	7.57
FCz	6.35	0.04	7.61
FC2	6.37	-3.39	6.66
FC4	5.95	-5.30	4.17
FC6	4.83	-7.34	1.41
FT8	3.76	-7.45	-1.61
T7	1.67	8.92	0.48
C5	2.31	8.46	3.53
C3	2.47	6.51	6.55
C1	2.56	3.42	8.62
Cz	2.91	-0.31	9.25
C2	2.64	-4.44	8.16
C4	2.38	-5.81	5.51
C6	1.60	-7.75	2.29
T8	1.42	-7.40	-0.48
M1	-0.92	8.17	-7.44
TP7	-1.10	8.28	0.40
CP5	-0.65	7.97	3.48
CP3	-1.05	6.46	6.56
CP1	-1.29	3.66	8.37
CPz	-1.26	0.18	8.53
CP2	-1.40	-3.12	8.12
CP4	-1.24	-5.38	5.96
CP6	-1.35	-6.94	3.02
TP8	-1.64	-7.47	0.26
M2	-0.53	-5.95	-8.18
P7	-3.83	7.72	0.85
P5	-4.27	6.94	3.21
P3	-4.66	5.11	5.27
P1	-4.76	3.16	6.72
Pz	-4.61	0.34	7.43
P2	-4.84	-2.49	6.59
P4	-4.83	-4.43	4.92
P6	-4.77	-5.77	2.82
P8	-4.57	-6.32	0.41
PO7	-6.37	6.48	1.23
PO5	-6.74	4.88	3.10
PO3	-7.33	2.96	4.33
POz	-7.33	0.30	4.80
PO4	-7.21	-2.03	4.24
PO6	-7.33	-3.92	2.56
PO8	-6.80	-5.02	0.45
CB1	-9.14	4.11	-0.47
O1	-8.34	4.24	1.33
Oz	-9.12	0.69	1.39
O2	-9.01	-2.80	0.98
CB2	-9.47	-2.07	-1.19
VEO	9.58	5.30	-4.22
HEO	5.23	7.06	-5.66
EKG	-3.16	6.02	-13.96
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
