name	x	y	z
AF3	9.24	3.51	3.29
AF4	9.05	-3.41	3.07
F7	5.78	7.89	0.40
F5	6.08	6.68	2.86
F3	6.56	5.09	4.70
F1	7.19	2.73	6.38
Fz	7.29	0.07	6.31
F2	7.37	-2.71	5.96
F4	6.47	-5.15	4.33
F6	5.83	-6.57	2.10
F8	5.17	-7.22	-0.36
FT7	2.93	8.06	0.09
FC5	3.55	7.62	3.23
FC3	3.85	5.67	6.25
FC1	4.15	2.93	7.70
FCz	4.57	-0.04	7.95
FC2	4.21	-2.96	7.52
FC4	3.74	-5.57	5.87
FC6	3.29	-7.38	3.03
FT8	2.68	-7.78	-0.11
T7	0.71	8.29	0.07
C5	0.81	8.02	3.92
C3	1.02	5.94	6.99
C1	1.02	2.93	8.68
Cz	1.15	-0.06	8.99
C2	0.84	-3.40	8.35
C4	0.79	-6.17	6.47
C6	0.43	-7.82	3.26
T8	-0.02	-8.16	-0.07
M1	-0.34	6.98	-7.69
TP7	-2.19	8.05	0.98
CP5	-2.10	7.53	4.17
CP3	-2.29	5.77	6.80
CP1	-2.25	2.97	8.47
CPz	-2.57	-0.43	8.74
CP2	-2.35	-3.22	8.22
CP4	-2.27	-5.94	6.29
CP6	-2.57	-7.27	3.22
TP8	-2.80	-7.61	0.01
M2	-0.01	-5.91	-8.14
P7	-4.64	7.07	1.24
P5	-4.69	6.53	3.83
P3	-4.96	4.95	5.83
P1	-5.20	2.43	6.88
Pz	-5.31	-0.16	7.05
P2	-5.24	-2.98	6.44
P4	-5.08	-4.97	4.96
P6	-4.93	-6.06	2.58
P8	-5.12	-5.98	0.25
PO7	-6.58	5.62	1.44
PO5	-7.03	4.72	2.85
PO3	-7.25	3.38	3.92
POz	-7.64	-0.13	4.76
PO4	-7.32	-3.52	3.29
PO6	-7.17	-4.52	1.81
PO8	-6.92	-4.98	0.04
CB1	-8.46	2.57	-1.08
O1	-8.49	3.13	1.76
Oz	-8.89	0.06	1.79
O2	-8.30	-2.86	1.22
CB2	-8.54	-2.11	-1.50
VEO	9.65	4.66	-2.59
HEO	5.40	6.43	-5.24
EKG	-2.74	5.03	-11.12
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
