name	x	y	z
AF3	8.80	3.15	3.04
AF4	8.78	-3.44	2.30
F7	5.08	7.03	0.64
F5	5.51	5.93	3.54
F3	6.15	3.69	5.19
F1	6.62	1.85	5.94
Fz	7.12	-0.78	5.69
F2	7.11	-3.01	5.02
F4	6.56	-4.83	3.66
F6	5.66	-6.36	1.48
F8	4.96	-6.65	-1.49
FT7	2.82	7.85	0.65
FC5	3.27	6.59	3.96
FC3	3.66	4.66	6.06
FC1	4.05	1.96	7.05
FCz	4.31	-0.89	7.21
FC2	3.90	-3.75	6.35
FC4	3.46	-6.17	4.44
FC6	2.97	-7.30	2.03
FT8	2.42	-7.57	-1.50
T7	0.25	8.02	0.93
C5	0.53	6.99	4.20
C3	0.86	5.23	6.29
C1	1.27	2.29	8.00
Cz	1.19	-0.92	8.17
C2	0.83	-4.23	7.22
C4	0.60	-6.44	5.11
C6	0.12	-7.50	2.06
T8	-0.12	-7.86	-0.93
M1	-1.48	7.21	-6.93
TP7	-2.80	7.87	1.14
CP5	-2.57	6.79	3.91
CP3	-2.44	4.80	6.26
CP1	-2.56	2.28	7.62
CPz	-2.42	-0.74	8.00
CP2	-2.64	-3.63	7.14
CP4	-2.99	-5.86	5.21
CP6	-2.93	-7.10	2.40
TP8	-2.68	-7.39	-0.92
M2	0.35	-6.30	-7.52
P7	-4.88	6.36	1.14
P5	-4.90	5.63	3.73
P3	-5.03	4.02	5.52
P1	-5.29	1.94	6.37
Pz	-5.47	-0.47	6.36
P2	-5.89	-2.56	5.79
P4	-5.40	-4.94	4.64
P6	-5.84	-6.20	1.39
P8	-5.17	-6.45	-0.97
PO7	-6.67	4.98	0.94
PO5	-7.04	4.51	2.43
PO3	-7.44	3.20	3.39
POz	-7.68	-0.32	4.06
PO4	-8.10	-3.15	1.59
PO6	-7.60	-4.42	0.49
PO8	-7.08	-4.86	-0.81
CB1	-8.18	2.58	-1.40
O1	-8.39	2.68	0.99
Oz	-8.90	0.00	0.59
O2	-8.53	-2.70	0.06
CB2	-8.05	-2.18	-2.21
VEO	8.51	4.92	-1.67
HEO	5.24	6.20	-5.00
EKG	-3.19	2.62	-21.58
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
