name	x	y	z
AF3	10.59	3.27	1.37
AF4	10.16	-3.46	0.86
F7	5.98	7.37	-0.75
F5	7.26	6.43	1.52
F3	8.01	4.89	3.25
F1	8.76	2.47	4.40
Fz	8.95	-0.17	4.62
F2	8.52	-2.83	4.20
F4	7.65	-5.08	2.69
F6	6.56	-6.51	0.62
F8	5.24	-7.12	-1.59
FT7	3.45	7.91	-0.39
FC5	4.61	7.07	2.46
FC3	5.32	5.34	4.83
FC1	5.90	2.24	6.39
FCz	6.40	-0.30	6.80
FC2	5.81	-3.15	6.22
FC4	5.13	-5.57	4.63
FC6	4.01	-7.29	1.94
FT8	2.90	-7.96	-0.88
T7	1.38	8.25	0.18
C5	2.03	7.52	3.47
C3	2.70	5.36	6.31
C1	2.93	2.64	8.03
Cz	3.18	-0.27	8.62
C2	2.75	-3.39	7.81
C4	2.24	-6.04	5.70
C6	1.29	-7.86	2.76
T8	0.16	-8.33	-0.18
M1	-1.67	7.31	-6.98
TP7	-1.40	7.91	1.59
CP5	-0.76	7.19	4.38
CP3	-0.48	5.41	6.83
CP1	-0.27	2.80	8.45
CPz	-0.68	-0.57	8.95
CP2	-0.71	-3.41	8.26
CP4	-0.88	-6.05	6.26
CP6	-1.65	-7.79	3.72
TP8	-2.47	-7.68	0.53
M2	-1.35	-6.49	-7.13
P7	-3.98	6.91	1.85
P5	-3.54	6.29	4.45
P3	-3.46	4.84	6.60
P1	-3.68	2.53	8.03
Pz	-3.75	-0.21	7.82
P2	-4.09	-3.22	7.39
P4	-4.00	-5.42	5.64
P6	-3.96	-7.42	4.25
P8	-4.70	-7.48	1.84
PO7	-5.98	5.45	2.33
PO5	-6.02	4.45	3.95
PO3	-6.13	3.36	4.86
POz	-6.24	-0.11	5.82
PO4	-6.34	-3.59	4.48
PO6	-6.47	-4.66	3.15
PO8	-6.70	-4.94	1.44
CB1	-8.59	2.69	0.43
O1	-7.51	2.98	3.04
Oz	-7.98	-0.13	3.09
O2	-7.83	-2.96	2.68
CB2	-8.64	-2.43	0.24
VEO	8.69	5.27	-3.14
HEO	4.36	6.78	-4.92
EKG	-7.89	3.96	-9.06
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
