name	x	y	z
AF3	10.49	3.20	2.11
AF4	10.62	-3.50	1.95
F7	5.89	7.05	-0.50
F5	6.90	6.07	2.11
F3	7.70	4.64	4.09
F1	8.76	2.36	5.43
Fz	9.10	-0.21	5.78
F2	8.85	-2.99	5.12
F4	8.22	-5.16	3.48
F6	7.31	-6.53	1.28
F8	6.23	-7.19	-1.32
FT7	3.73	7.31	-0.29
FC5	4.38	6.69	2.90
FC3	4.83	5.15	5.79
FC1	5.92	2.54	7.47
FCz	6.39	-0.42	7.77
FC2	6.16	-3.39	7.13
FC4	5.67	-5.81	5.32
FC6	4.73	-7.43	2.25
FT8	3.78	-7.88	-0.73
T7	1.52	7.68	0.08
C5	1.86	7.21	3.61
C3	2.46	5.30	6.84
C1	2.74	2.43	8.75
Cz	3.04	-0.72	9.29
C2	2.79	-3.77	8.68
C4	2.61	-6.42	6.57
C6	2.09	-8.32	3.42
T8	1.17	-7.90	-0.08
M1	-0.23	7.20	-6.96
TP7	-1.27	7.30	0.98
CP5	-0.87	6.86	4.25
CP3	-0.73	5.25	7.12
CP1	-0.44	2.55	9.22
CPz	-0.84	-0.84	9.36
CP2	-0.75	-3.83	9.08
CP4	-0.52	-6.41	6.68
CP6	-1.15	-7.52	3.38
TP8	-1.61	-7.75	0.32
M2	0.25	-6.57	-7.85
P7	-3.79	6.38	1.44
P5	-3.59	5.88	4.14
P3	-3.65	4.47	6.11
P1	-3.73	2.07	7.46
Pz	-3.97	-0.56	7.73
P2	-3.75	-3.28	7.07
P4	-3.68	-5.94	5.99
P6	-3.65	-6.86	3.46
P8	-4.05	-7.04	1.19
PO7	-5.73	5.15	1.84
PO5	-6.08	4.06	3.36
PO3	-6.07	2.91	4.47
POz	-6.30	-0.39	5.47
PO4	-5.99	-3.83	4.17
PO6	-6.11	-4.94	2.70
PO8	-6.13	-5.28	1.27
CB1	-7.97	2.35	-0.19
O1	-7.36	2.66	2.60
Oz	-7.82	-0.29	2.64
O2	-7.47	-3.26	2.31
CB2	-8.04	-2.61	-0.38
VEO	10.39	4.45	-1.92
HEO	5.49	6.20	-5.77
EKG	-5.86	4.14	-10.36
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
