name	x	y	z
AF3	10.81	3.23	1.35
AF4	10.69	-3.53	1.37
F7	6.63	7.27	-0.52
F5	7.62	6.19	2.39
F3	8.57	3.97	4.06
F1	9.09	2.08	4.99
Fz	9.64	-0.88	5.04
F2	9.22	-3.05	4.06
F4	8.56	-5.09	2.95
F6	7.37	-6.60	1.07
F8	6.44	-7.80	-1.29
FT7	4.40	8.08	-0.14
FC5	5.47	6.81	2.86
FC3	6.05	4.97	4.72
FC1	6.68	2.33	6.28
FCz	6.80	-0.67	6.42
FC2	6.48	-3.37	5.80
FC4	6.00	-5.75	4.61
FC6	4.34	-6.84	1.65
FT8	3.81	-8.75	-1.29
T7	1.85	8.33	0.40
C5	2.99	7.73	3.79
C3	3.56	5.42	5.61
C1	4.01	2.63	7.37
Cz	4.06	-0.40	7.60
C2	3.58	-3.66	7.12
C4	3.09	-6.27	5.36
C6	2.26	-7.45	2.92
T8	1.06	-7.66	-0.40
M1	-0.45	7.05	-5.54
TP7	-0.84	7.89	1.24
CP5	-0.28	7.26	4.06
CP3	0.55	5.38	6.69
CP1	0.47	2.78	8.18
CPz	0.63	-0.35	8.43
CP2	0.28	-3.20	7.58
CP4	-0.28	-5.86	5.97
CP6	-0.66	-7.54	3.54
TP8	-1.31	-7.06	0.29
M2	-0.44	-7.21	-6.17
P7	-3.21	6.66	1.67
P5	-2.64	6.11	4.04
P3	-2.49	4.36	5.87
P1	-2.63	2.16	6.98
Pz	-2.57	-0.07	7.25
P2	-3.00	-2.66	6.89
P4	-3.27	-4.72	5.37
P6	-3.48	-6.02	3.32
P8	-3.89	-7.22	0.57
PO7	-5.14	5.52	1.75
PO5	-5.14	4.92	3.33
PO3	-5.41	3.37	4.45
POz	-5.11	0.02	5.06
PO4	-6.22	-3.72	3.76
PO6	-5.94	-4.96	2.61
PO8	-5.66	-5.45	1.29
CB1	-7.36	2.93	-0.19
O1	-6.98	3.15	2.38
Oz	-7.35	0.35	2.24
O2	-6.97	-2.39	1.82
CB2	-7.56	-2.14	-0.74
VEO	9.23	5.14	-3.55
HEO	5.88	6.55	-4.54
EKG	-10.83	8.44	-14.81
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
