name	x	y	z
AF3	10.52	3.05	1.32
AF4	10.04	-4.12	0.81
F7	6.77	6.90	-1.32
F5	8.06	6.01	1.61
F3	8.43	4.51	2.94
F1	8.79	2.26	4.49
Fz	8.50	-0.40	4.79
F2	8.70	-3.61	4.41
F4	8.24	-5.75	2.79
F6	7.31	-7.05	0.42
F8	5.97	-8.05	-1.32
FT7	3.99	7.71	-0.74
FC5	4.83	7.16	2.45
FC3	5.55	5.61	5.34
FC1	5.65	3.11	7.01
FCz	5.79	-0.78	8.07
FC2	5.35	-3.79	6.50
FC4	5.09	-6.11	4.53
FC6	4.37	-7.84	1.69
FT8	3.22	-8.10	-1.12
T7	1.52	8.31	-0.01
C5	1.66	7.92	3.13
C3	1.87	6.10	7.10
C1	1.58	3.02	8.03
Cz	1.97	-0.95	9.21
C2	1.56	-4.20	7.59
C4	1.59	-7.19	6.08
C6	1.02	-8.93	2.75
T8	0.91	-9.03	0.01
M1	-0.79	7.78	-8.14
TP7	-1.44	8.53	0.35
CP5	-1.31	7.77	3.39
CP3	-1.97	5.86	5.86
CP1	-2.27	3.15	7.55
CPz	-2.29	-0.16	8.00
CP2	-2.46	-3.18	7.62
CP4	-2.31	-5.87	5.81
CP6	-2.25	-7.88	3.15
TP8	-2.41	-8.61	0.36
M2	-0.98	-7.61	-7.95
P7	-4.29	7.82	0.54
P5	-4.88	6.57	2.73
P3	-5.34	4.60	4.51
P1	-5.42	2.42	5.66
Pz	-5.49	0.25	7.00
P2	-5.75	-2.38	5.90
P4	-5.73	-4.84	4.54
P6	-5.47	-6.33	2.51
P8	-5.20	-7.21	0.20
PO7	-6.72	6.04	0.40
PO5	-7.17	4.51	2.11
PO3	-7.54	2.31	3.31
POz	-7.65	0.05	3.67
PO4	-7.67	-2.10	3.19
PO6	-7.78	-4.18	1.90
PO8	-7.41	-5.59	0.19
CB1	-8.96	3.54	-1.71
O1	-8.60	3.69	0.12
Oz	-9.57	0.33	0.34
O2	-9.23	-3.00	-0.17
CB2	-9.48	-2.53	-2.48
VEO	8.39	4.96	-3.37
HEO	4.74	6.63	-4.98
EKG	-5.55	4.23	-15.24
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
