name	x	y	z
AF3	10.76	3.41	1.92
AF4	10.46	-4.40	0.73
F7	6.95	7.08	-1.01
F5	7.77	5.85	0.96
F3	8.68	4.57	3.92
F1	9.20	2.17	5.32
Fz	9.28	-1.50	5.57
F2	8.77	-3.19	3.91
F4	8.44	-5.88	2.20
F6	7.34	-6.80	0.08
F8	5.93	-7.27	-2.13
FT7	3.90	7.16	-0.92
FC5	5.04	6.97	2.25
FC3	5.25	5.34	5.62
FC1	6.16	2.29	8.10
FCz	5.69	-0.92	7.25
FC2	5.46	-3.56	5.88
FC4	5.18	-7.20	4.66
FC6	4.28	-8.44	1.48
FT8	3.14	-8.50	-1.48
T7	1.30	8.25	0.42
C5	2.10	7.51	3.44
C3	2.41	5.68	6.17
C1	2.12	2.64	8.59
Cz	2.14	-0.56	8.30
C2	1.73	-3.99	7.30
C4	1.68	-6.59	5.41
C6	1.17	-8.61	2.47
T8	0.46	-8.73	-0.42
M1	-1.48	7.30	-9.17
TP7	-1.10	7.53	0.08
CP5	-0.94	6.47	2.90
CP3	-1.73	4.72	5.86
CP1	-2.01	3.34	6.46
CPz	-2.69	-0.31	6.58
CP2	-2.55	-2.63	6.41
CP4	-2.49	-5.35	4.65
CP6	-2.41	-7.45	2.52
TP8	-2.54	-8.40	-0.32
M2	-0.47	-7.66	-8.87
P7	-4.39	5.97	-0.49
P5	-4.69	4.89	1.93
P3	-5.71	3.82	3.27
P1	-6.02	2.52	4.39
Pz	-6.38	1.01	4.78
P2	-6.69	-0.90	4.18
P4	-6.34	-3.19	3.29
P6	-6.16	-5.04	1.68
P8	-5.83	-5.93	-0.49
PO7	-6.68	4.16	-0.20
PO5	-7.55	3.97	1.39
PO3	-7.91	1.61	2.26
POz	-8.38	0.53	2.35
PO4	-8.73	-0.95	2.05
PO6	-8.42	-0.86	1.59
PO8	-8.39	-3.44	-0.83
CB1	-9.61	4.79	-1.75
O1	-9.02	4.60	-0.26
Oz	-10.27	2.65	-0.66
O2	-10.31	-0.18	-0.40
CB2	-10.70	0.52	-2.92
VEO	8.88	5.60	-1.34
HEO	3.41	7.45	-4.00
EKG	-3.21	6.92	-11.91
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
