name	x	y	z
AF3	9.55	3.34	2.93
AF4	9.97	-3.11	2.18
F7	5.39	6.90	0.49
F5	6.04	5.89	3.43
F3	7.00	3.87	5.10
F1	7.73	2.05	6.00
Fz	8.23	-0.68	5.90
F2	8.22	-3.04	4.95
F4	7.62	-4.67	3.62
F6	6.83	-6.20	1.57
F8	6.02	-6.65	-1.21
FT7	2.85	7.34	0.24
FC5	3.52	6.46	3.68
FC3	4.16	4.69	5.89
FC1	4.90	2.05	7.48
FCz	5.36	-0.92	7.53
FC2	5.16	-3.86	6.57
FC4	4.75	-5.91	4.71
FC6	4.16	-7.24	2.09
FT8	3.50	-7.50	-1.13
T7	0.25	7.52	0.56
C5	0.78	6.82	4.04
C3	1.35	5.11	6.72
C1	1.83	2.43	8.43
Cz	2.15	-1.16	9.23
C2	2.02	-4.52	7.81
C4	1.92	-6.71	5.26
C6	1.54	-7.87	2.39
T8	1.16	-7.96	-0.56
M1	0.19	6.18	-5.59
TP7	-2.29	7.10	1.11
CP5	-2.05	6.43	3.73
CP3	-1.88	4.81	6.70
CP1	-1.70	2.21	8.21
CPz	-1.38	-1.12	8.64
CP2	-1.33	-3.86	7.32
CP4	-1.48	-5.95	5.48
CP6	-0.95	-6.53	3.52
TP8	-1.19	-6.81	-0.15
M2	-0.08	-5.97	-6.89
P7	-4.50	5.99	1.06
P5	-4.28	5.34	3.68
P3	-4.33	3.79	5.84
P1	-4.49	1.65	7.09
Pz	-4.35	-0.87	6.91
P2	-4.42	-3.15	6.23
P4	-4.00	-5.19	4.64
P6	-3.79	-6.35	2.68
P8	-3.75	-6.96	-0.09
PO7	-6.16	4.63	1.09
PO5	-6.19	3.91	2.45
PO3	-6.52	2.52	3.57
POz	-6.58	-0.83	4.33
PO4	-6.64	-4.10	2.34
PO6	-6.03	-4.97	1.32
PO8	-5.39	-5.49	-0.06
CB1	-7.65	1.91	-1.26
O1	-7.61	2.14	1.13
Oz	-8.37	-0.53	0.97
O2	-7.52	-3.20	0.39
CB2	-8.18	-3.14	-1.75
VEO	9.51	4.05	-1.98
HEO	5.19	5.63	-4.37
EKG	-5.12	10.52	-17.39
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
