name	x	y	z
AF3	10.41	4.76	1.53
AF4	9.84	-2.53	1.64
F7	6.77	8.31	-1.14
F5	7.58	7.61	0.98
F3	8.29	6.13	3.20
F1	8.38	3.98	4.71
Fz	8.26	1.10	5.45
F2	8.26	-1.29	4.38
F4	7.87	-3.44	3.03
F6	6.90	-5.08	0.93
F8	5.74	-5.74	-1.23
FT7	3.94	8.88	-1.04
FC5	4.55	8.63	2.18
FC3	4.86	6.97	4.87
FC1	5.57	4.18	7.62
FCz	5.07	1.09	7.29
FC2	5.00	-1.76	6.49
FC4	4.80	-4.90	5.36
FC6	3.83	-6.67	2.48
FT8	2.89	-6.64	-0.54
T7	1.45	9.62	-0.26
C5	1.54	9.13	2.73
C3	1.32	7.97	6.08
C1	1.38	4.77	8.15
Cz	1.68	0.91	9.38
C2	1.37	-2.75	8.86
C4	1.13	-5.21	6.55
C6	0.58	-7.36	3.52
T8	0.17	-7.19	0.26
M1	-0.81	8.99	-6.89
TP7	-1.35	9.15	-0.24
CP5	-1.59	9.08	2.91
CP3	-2.43	7.63	6.03
CP1	-2.74	4.83	8.22
CPz	-2.68	1.42	8.91
CP2	-2.96	-1.97	8.44
CP4	-3.16	-5.41	7.86
CP6	-2.89	-6.60	3.98
TP8	-2.76	-7.61	1.28
M2	-0.11	-6.58	-6.71
P7	-4.06	8.51	-0.31
P5	-5.19	8.16	2.36
P3	-6.00	6.48	4.61
P1	-6.17	4.37	6.18
Pz	-6.13	1.73	6.89
P2	-6.62	-0.76	6.31
P4	-6.57	-3.51	5.22
P6	-6.31	-4.97	3.00
P8	-5.85	-5.92	0.63
PO7	-6.69	6.98	-0.54
PO5	-7.63	6.15	1.70
PO3	-8.67	4.40	3.35
POz	-8.60	1.66	4.00
PO4	-8.59	-0.51	3.59
PO6	-8.70	-3.06	2.39
PO8	-8.03	-4.55	0.55
CB1	-8.58	4.65	-2.24
O1	-8.60	5.02	-0.30
Oz	-9.71	1.77	0.20
O2	-9.58	-1.56	-0.06
CB2	-9.25	-1.17	-2.19
VEO	10.04	6.00	-3.22
HEO	6.07	7.50	-4.71
EKG	-5.24	7.12	-10.19
R-Dia-X-(mm)	n/a	n/a	n/a
R-Dia-Y-(mm)	n/a	n/a	n/a
